date,value
1898-06-01,-0.2
1898-07-01,-0.22
1898-08-01,-0.22
1898-09-01,-0.19
1898-10-01,-0.32
1898-11-01,-0.35
1898-12-01,-0.22
1899-01-01,-0.18
1899-02-01,-0.39
1899-03-01,-0.35
1899-04-01,-0.21
1899-05-01,-0.2
1899-06-01,-0.26
1899-07-01,-0.13
1899-08-01,-0.04
1899-09-01,0
1899-10-01,0
1899-11-01,0.12
1899-12-01,-0.27
1900-01-01,-0.4
1900-02-01,-0.08
1900-03-01,0.02
1900-04-01,-0.14
1900-05-01,-0.06
1900-06-01,-0.15
1900-07-01,-0.09
1900-08-01,-0.04
1900-09-01,0.01
1900-10-01,0.08
1900-11-01,-0.13
1900-12-01,-0.14
1901-01-01,-0.3
1901-02-01,-0.05
1901-03-01,0.05
1901-04-01,-0.06
1901-05-01,-0.18
1901-06-01,-0.1
1901-07-01,-0.09
1901-08-01,-0.13
1901-09-01,-0.17
1901-10-01,-0.29
1901-11-01,-0.17
1901-12-01,-0.3
1902-01-01,-0.19
1902-02-01,-0.03
1902-03-01,-0.29
1902-04-01,-0.27
1902-05-01,-0.31
1902-06-01,-0.34
1902-07-01,-0.26
1902-08-01,-0.28
1902-09-01,-0.2
1902-10-01,-0.27
1902-11-01,-0.36
1902-12-01,-0.46
1903-01-01,-0.27
1903-02-01,-0.06
1903-03-01,-0.23
1903-04-01,-0.39
1903-05-01,-0.41
1903-06-01,-0.44
1903-07-01,-0.3
1903-08-01,-0.44
1903-09-01,-0.43
1903-10-01,-0.42
1903-11-01,-0.38
1903-12-01,-0.47
1904-01-01,-0.64
1904-02-01,-0.55
1904-03-01,-0.46
1904-04-01,-0.5
1904-05-01,-0.5
1904-06-01,-0.49
1904-07-01,-0.48
1904-08-01,-0.43
1904-09-01,-0.47
1904-10-01,-0.35
1904-11-01,-0.16
1904-12-01,-0.29
1905-01-01,-0.38
1905-02-01,-0.59
1905-03-01,-0.25
1905-04-01,-0.36
1905-05-01,-0.33
1905-06-01,-0.31
1905-07-01,-0.25
1905-08-01,-0.21
1905-09-01,-0.15
1905-10-01,-0.23
1905-11-01,-0.08
1905-12-01,-0.21
1906-01-01,-0.31
1906-02-01,-0.34
1906-03-01,-0.15
1906-04-01,-0.02
1906-05-01,-0.21
1906-06-01,-0.22
1906-07-01,-0.27
1906-08-01,-0.19
1906-09-01,-0.25
1906-10-01,-0.2
1906-11-01,-0.38
1906-12-01,-0.18
1907-01-01,-0.44
1907-02-01,-0.53
1907-03-01,-0.25
1907-04-01,-0.4
1907-05-01,-0.46
1907-06-01,-0.43
1907-07-01,-0.35
1907-08-01,-0.37
1907-09-01,-0.32
1907-10-01,-0.24
1907-11-01,-0.51
1907-12-01,-0.5
1908-01-01,-0.46
1908-02-01,-0.36
1908-03-01,-0.58
1908-04-01,-0.46
1908-05-01,-0.4
1908-06-01,-0.39
1908-07-01,-0.35
1908-08-01,-0.45
1908-09-01,-0.33
1908-10-01,-0.43
1908-11-01,-0.51
1908-12-01,-0.5
1909-01-01,-0.7
1909-02-01,-0.47
1909-03-01,-0.52
1909-04-01,-0.59
1909-05-01,-0.54
1909-06-01,-0.52
1909-07-01,-0.43
1909-08-01,-0.3
1909-09-01,-0.37
1909-10-01,-0.39
1909-11-01,-0.31
1909-12-01,-0.55
1910-01-01,-0.44
1910-02-01,-0.43
1910-03-01,-0.47
1910-04-01,-0.39
1910-05-01,-0.34
1910-06-01,-0.36
1910-07-01,-0.31
1910-08-01,-0.34
1910-09-01,-0.37
1910-10-01,-0.39
1910-11-01,-0.56
1910-12-01,-0.69
1911-01-01,-0.64
1911-02-01,-0.6
1911-03-01,-0.62
1911-04-01,-0.55
1911-05-01,-0.51
1911-06-01,-0.47
1911-07-01,-0.41
1911-08-01,-0.43
1911-09-01,-0.38
1911-10-01,-0.26
1911-11-01,-0.2
1911-12-01,-0.25
1912-01-01,-0.27
1912-02-01,-0.13
1912-03-01,-0.37
1912-04-01,-0.2
1912-05-01,-0.2
1912-06-01,-0.26
1912-07-01,-0.41
1912-08-01,-0.51
1912-09-01,-0.47
1912-10-01,-0.55
1912-11-01,-0.38
1912-12-01,-0.42
1913-01-01,-0.41
1913-02-01,-0.44
1913-03-01,-0.44
1913-04-01,-0.36
1913-05-01,-0.45
1913-06-01,-0.46
1913-07-01,-0.34
1913-08-01,-0.32
1913-09-01,-0.32
1913-10-01,-0.34
1913-11-01,-0.18
1913-12-01,-0.04
1914-01-01,0.02
1914-02-01,-0.13
1914-03-01,-0.23
1914-04-01,-0.28
1914-05-01,-0.19
1914-06-01,-0.22
1914-07-01,-0.24
1914-08-01,-0.15
1914-09-01,-0.13
1914-10-01,-0.05
1914-11-01,-0.2
1914-12-01,-0.1
1915-01-01,-0.2
1915-02-01,-0.01
1915-03-01,-0.08
1915-04-01,0.07
1915-05-01,-0.01
1915-06-01,-0.16
1915-07-01,-0.03
1915-08-01,-0.15
1915-09-01,-0.12
1915-10-01,-0.22
1915-11-01,-0.12
1915-12-01,-0.25
1916-01-01,-0.2
1916-02-01,-0.23
1916-03-01,-0.31
1916-04-01,-0.25
1916-05-01,-0.27
1916-06-01,-0.44
1916-07-01,-0.34
1916-08-01,-0.27
1916-09-01,-0.29
1916-10-01,-0.28
1916-11-01,-0.42
1916-12-01,-0.78
1917-01-01,-0.46
1917-02-01,-0.53
1917-03-01,-0.47
1917-04-01,-0.38
1917-05-01,-0.48
1917-06-01,-0.4
1917-07-01,-0.23
1917-08-01,-0.26
1917-09-01,-0.18
1917-10-01,-0.35
1917-11-01,-0.29
1917-12-01,-0.71
1918-01-01,-0.44
1918-02-01,-0.33
1918-03-01,-0.21
1918-04-01,-0.4
1918-05-01,-0.37
1918-06-01,-0.28
1918-07-01,-0.22
1918-08-01,-0.26
1918-09-01,-0.14
1918-10-01,-0.03
1918-11-01,-0.16
1918-12-01,-0.3
1919-01-01,-0.21
1919-02-01,-0.19
1919-03-01,-0.25
1919-04-01,-0.17
1919-05-01,-0.2
1919-06-01,-0.28
1919-07-01,-0.21
1919-08-01,-0.19
1919-09-01,-0.17
1919-10-01,-0.16
1919-11-01,-0.29
1919-12-01,-0.35
1920-01-01,-0.15
1920-02-01,-0.22
1920-03-01,-0.08
1920-04-01,-0.26
1920-05-01,-0.26
1920-06-01,-0.33
1920-07-01,-0.32
1920-08-01,-0.29
1920-09-01,-0.2
1920-10-01,-0.29
1920-11-01,-0.33
1920-12-01,-0.47
1921-01-01,-0.04
1921-02-01,-0.21
1921-03-01,-0.28
1921-04-01,-0.36
1921-05-01,-0.36
1921-06-01,-0.31
1921-07-01,-0.16
1921-08-01,-0.24
1921-09-01,-0.16
1921-10-01,-0.06
1921-11-01,-0.16
1921-12-01,-0.18
1922-01-01,-0.34
1922-02-01,-0.44
1922-03-01,-0.13
1922-04-01,-0.22
1922-05-01,-0.34
1922-06-01,-0.32
1922-07-01,-0.27
1922-08-01,-0.31
1922-09-01,-0.29
1922-10-01,-0.33
1922-11-01,-0.17
1922-12-01,-0.17
1923-01-01,-0.27
1923-02-01,-0.37
1923-03-01,-0.32
1923-04-01,-0.38
1923-05-01,-0.33
1923-06-01,-0.24
1923-07-01,-0.29
1923-08-01,-0.3
1923-09-01,-0.28
1923-10-01,-0.13
1923-11-01,0.03
1923-12-01,-0.06
1924-01-01,-0.24
1924-02-01,-0.27
1924-03-01,-0.12
1924-04-01,-0.35
1924-05-01,-0.19
1924-06-01,-0.28
1924-07-01,-0.27
1924-08-01,-0.35
1924-09-01,-0.3
1924-10-01,-0.36
1924-11-01,-0.23
1924-12-01,-0.43
1925-01-01,-0.34
1925-02-01,-0.35
1925-03-01,-0.24
1925-04-01,-0.25
1925-05-01,-0.3
1925-06-01,-0.34
1925-07-01,-0.3
1925-08-01,-0.19
1925-09-01,-0.13
1925-10-01,-0.17
1925-11-01,0.03
1925-12-01,0.11
1926-01-01,0.2
1926-02-01,0.07
1926-03-01,0.12
1926-04-01,-0.15
1926-05-01,-0.25
1926-06-01,-0.25
1926-07-01,-0.21
1926-08-01,-0.11
1926-09-01,-0.11
1926-10-01,-0.11
1926-11-01,-0.06
1926-12-01,-0.3
1927-01-01,-0.28
1927-02-01,-0.21
1927-03-01,-0.39
1927-04-01,-0.31
1927-05-01,-0.25
1927-06-01,-0.27
1927-07-01,-0.15
1927-08-01,-0.19
1927-09-01,-0.06
1927-10-01,-0.01
1927-11-01,-0.04
1927-12-01,-0.36
1928-01-01,-0.04
1928-02-01,-0.12
1928-03-01,-0.28
1928-04-01,-0.29
1928-05-01,-0.3
1928-06-01,-0.41
1928-07-01,-0.21
1928-08-01,-0.25
1928-09-01,-0.2
1928-10-01,-0.19
1928-11-01,-0.09
1928-12-01,-0.2
1929-01-01,-0.47
1929-02-01,-0.61
1929-03-01,-0.34
1929-04-01,-0.4
1929-05-01,-0.39
1929-06-01,-0.43
1929-07-01,-0.33
1929-08-01,-0.29
1929-09-01,-0.23
1929-10-01,-0.15
1929-11-01,-0.14
1929-12-01,-0.55
1930-01-01,-0.29
1930-02-01,-0.24
1930-03-01,-0.08
1930-04-01,-0.26
1930-05-01,-0.25
1930-06-01,-0.19
1930-07-01,-0.17
1930-08-01,-0.11
1930-09-01,-0.11
1930-10-01,-0.08
1930-11-01,0.14
1930-12-01,-0.09
1931-01-01,-0.1
1931-02-01,-0.22
1931-03-01,-0.06
1931-04-01,-0.21
1931-05-01,-0.22
1931-06-01,-0.06
1931-07-01,0.01
1931-08-01,0
1931-09-01,-0.06
1931-10-01,0
1931-11-01,-0.12
1931-12-01,-0.1
1932-01-01,0.13
1932-02-01,-0.18
1932-03-01,-0.2
1932-04-01,-0.07
1932-05-01,-0.22
1932-06-01,-0.3
1932-07-01,-0.24
1932-08-01,-0.24
1932-09-01,-0.11
1932-10-01,-0.1
1932-11-01,-0.26
1932-12-01,-0.22
1933-01-01,-0.34
1933-02-01,-0.32
1933-03-01,-0.29
1933-04-01,-0.23
1933-05-01,-0.25
1933-06-01,-0.32
1933-07-01,-0.2
1933-08-01,-0.23
1933-09-01,-0.26
1933-10-01,-0.24
1933-11-01,-0.31
1933-12-01,-0.47
1934-01-01,-0.27
1934-02-01,-0.04
1934-03-01,-0.31
1934-04-01,-0.27
1934-05-01,-0.11
1934-06-01,-0.14
1934-07-01,-0.11
1934-08-01,-0.1
1934-09-01,-0.16
1934-10-01,-0.11
1934-11-01,-0.01
1934-12-01,-0.09
1935-01-01,-0.37
1935-02-01,0.11
1935-03-01,-0.13
1935-04-01,-0.35
1935-05-01,-0.26
1935-06-01,-0.23
1935-07-01,-0.19
1935-08-01,-0.17
1935-09-01,-0.17
1935-10-01,-0.08
1935-11-01,-0.29
1935-12-01,-0.22
1936-01-01,-0.29
1936-02-01,-0.39
1936-03-01,-0.23
1936-04-01,-0.2
1936-05-01,-0.17
1936-06-01,-0.19
1936-07-01,-0.06
1936-08-01,-0.12
1936-09-01,-0.06
1936-10-01,-0.04
1936-11-01,-0.05
1936-12-01,-0.04
1937-01-01,-0.11
1937-02-01,0.05
1937-03-01,-0.17
1937-04-01,-0.17
1937-05-01,-0.07
1937-06-01,-0.08
1937-07-01,-0.05
1937-08-01,0.03
1937-09-01,0.14
1937-10-01,0.1
1937-11-01,0.09
1937-12-01,-0.12
1938-01-01,0
1938-02-01,-0.04
1938-03-01,0.05
1938-04-01,0.05
1938-05-01,-0.07
1938-06-01,-0.17
1938-07-01,-0.09
1938-08-01,-0.04
1938-09-01,0.03
1938-10-01,0.11
1938-11-01,0.01
1938-12-01,-0.26
1939-01-01,-0.13
1939-02-01,-0.12
1939-03-01,-0.2
1939-04-01,-0.12
1939-05-01,-0.07
1939-06-01,-0.08
1939-07-01,-0.06
1939-08-01,-0.05
1939-09-01,0
1939-10-01,-0.03
1939-11-01,0.06
1939-12-01,0.4
1940-01-01,-0.15
1940-02-01,0.06
1940-03-01,0.12
1940-04-01,0.16
1940-05-01,0.05
1940-06-01,0.05
1940-07-01,0.1
1940-08-01,0.01
1940-09-01,0.12
1940-10-01,0.07
1940-11-01,0.13
1940-12-01,0.19
1941-01-01,0.13
1941-02-01,0.23
1941-03-01,0.06
1941-04-01,0.11
1941-05-01,0.1
1941-06-01,0.04
1941-07-01,0.15
1941-08-01,0.14
1941-09-01,0.02
1941-10-01,0.24
1941-11-01,0.12
1941-12-01,0.14
1942-01-01,0.26
1942-02-01,0.05
1942-03-01,0.13
1942-04-01,0.14
1942-05-01,0.14
1942-06-01,0.11
1942-07-01,0.02
1942-08-01,-0.03
1942-09-01,0
1942-10-01,0.06
1942-11-01,0.13
1942-12-01,0.12
1943-01-01,-0.01
1943-02-01,0.22
1943-03-01,0.01
1943-04-01,0.13
1943-05-01,0.1
1943-06-01,-0.01
1943-07-01,0.14
1943-08-01,0.03
1943-09-01,0.11
1943-10-01,0.3
1943-11-01,0.25
1943-12-01,0.28
1944-01-01,0.41
1944-02-01,0.31
1944-03-01,0.34
1944-04-01,0.27
1944-05-01,0.26
1944-06-01,0.22
1944-07-01,0.23
1944-08-01,0.23
1944-09-01,0.31
1944-10-01,0.27
1944-11-01,0.12
1944-12-01,0.05
1945-01-01,0.13
1945-02-01,0.02
1945-03-01,0.11
1945-04-01,0.24
1945-05-01,0.1
1945-06-01,0.02
1945-07-01,0.07
1945-08-01,0.25
1945-09-01,0.22
1945-10-01,0.22
1945-11-01,0.1
1945-12-01,-0.1
1946-01-01,0.15
1946-02-01,0.06
1946-03-01,0
1946-04-01,0.11
1946-05-01,-0.04
1946-06-01,-0.17
1946-07-01,-0.09
1946-08-01,-0.08
1946-09-01,-0.02
1946-10-01,-0.06
1946-11-01,-0.02
1946-12-01,-0.29
1947-01-01,-0.13
1947-02-01,-0.08
1947-03-01,0.05
1947-04-01,0.04
1947-05-01,-0.06
1947-06-01,0
1947-07-01,-0.06
1947-08-01,-0.08
1947-09-01,-0.14
1947-10-01,0.06
1947-11-01,-0.01
1947-12-01,-0.18
1948-01-01,0.05
1948-02-01,-0.13
1948-03-01,-0.23
1948-04-01,-0.09
1948-05-01,0.08
1948-06-01,-0.05
1948-07-01,-0.13
1948-08-01,-0.1
1948-09-01,-0.1
1948-10-01,-0.07
1948-11-01,-0.08
1948-12-01,-0.23
1949-01-01,0.09
1949-02-01,-0.16
1949-03-01,-0.01
1949-04-01,-0.07
1949-05-01,-0.09
1949-06-01,-0.22
1949-07-01,-0.13
1949-08-01,-0.08
1949-09-01,-0.08
1949-10-01,-0.03
1949-11-01,-0.08
1949-12-01,-0.19
1950-01-01,-0.3
1950-02-01,-0.26
1950-03-01,-0.06
1950-04-01,-0.21
1950-05-01,-0.12
1950-06-01,-0.06
1950-07-01,-0.09
1950-08-01,-0.18
1950-09-01,-0.1
1950-10-01,-0.2
1950-11-01,-0.35
1950-12-01,-0.2
1951-01-01,-0.35
1951-02-01,-0.44
1951-03-01,-0.19
1951-04-01,-0.1
1951-05-01,-0.02
1951-06-01,-0.05
1951-07-01,0
1951-08-01,0.05
1951-09-01,0.07
1951-10-01,0.06
1951-11-01,0
1951-12-01,0.15
1952-01-01,0.16
1952-02-01,0.12
1952-03-01,-0.1
1952-04-01,0.02
1952-05-01,-0.05
1952-06-01,-0.04
1952-07-01,0.05
1952-08-01,0.07
1952-09-01,0.08
1952-10-01,-0.04
1952-11-01,-0.17
1952-12-01,-0.02
1953-01-01,0.09
1953-02-01,0.16
1953-03-01,0.11
1953-04-01,0.2
1953-05-01,0.08
1953-06-01,0.08
1953-07-01,0.02
1953-08-01,0.08
1953-09-01,0.06
1953-10-01,0.05
1953-11-01,-0.05
1953-12-01,0.03
1954-01-01,-0.28
1954-02-01,-0.1
1954-03-01,-0.12
1954-04-01,-0.18
1954-05-01,-0.2
1954-06-01,-0.16
1954-07-01,-0.16
1954-08-01,-0.13
1954-09-01,-0.07
1954-10-01,-0.01
1954-11-01,0.08
1954-12-01,-0.18
1955-01-01,0.11
1955-02-01,-0.21
1955-03-01,-0.36
1955-04-01,-0.23
1955-05-01,-0.2
1955-06-01,-0.08
1955-07-01,-0.09
1955-08-01,0.04
1955-09-01,-0.13
1955-10-01,-0.05
1955-11-01,-0.28
1955-12-01,-0.32
1956-01-01,-0.17
1956-02-01,-0.25
1956-03-01,-0.23
1956-04-01,-0.26
1956-05-01,-0.28
1956-06-01,-0.15
1956-07-01,-0.12
1956-08-01,-0.25
1956-09-01,-0.22
1956-10-01,-0.24
1956-11-01,-0.17
1956-12-01,-0.1
1957-01-01,-0.14
1957-02-01,-0.05
1957-03-01,-0.05
1957-04-01,-0.04
1957-05-01,0.08
1957-06-01,0.16
1957-07-01,0.01
1957-08-01,0.14
1957-09-01,0.06
1957-10-01,0.01
1957-11-01,0.07
1957-12-01,0.16
1958-01-01,0.39
1958-02-01,0.24
1958-03-01,0.1
1958-04-01,0.01
1958-05-01,0.08
1958-06-01,-0.05
1958-07-01,0.06
1958-08-01,-0.06
1958-09-01,-0.03
1958-10-01,0.04
1958-11-01,0.02
1958-12-01,0.01
1959-01-01,0.06
1959-02-01,0.09
1959-03-01,0.19
1959-04-01,0.16
1959-05-01,0.06
1959-06-01,0.02
1959-07-01,0.06
1959-08-01,-0.01
1959-09-01,-0.06
1959-10-01,-0.09
1959-11-01,-0.09
1959-12-01,-0.03
1960-01-01,-0.01
1960-02-01,0.14
1960-03-01,-0.36
1960-04-01,-0.16
1960-05-01,-0.08
1960-06-01,0.01
1960-07-01,-0.02
1960-08-01,-0.01
1960-09-01,0.05
1960-10-01,0.07
1960-11-01,-0.11
1960-12-01,0.18
1961-01-01,0.07
1961-02-01,0.18
1961-03-01,0.09
1961-04-01,0.15
1961-05-01,0.13
1961-06-01,0.12
1961-07-01,-0.03
1961-08-01,0.02
1961-09-01,0.05
1961-10-01,0
1961-11-01,0.03
1961-12-01,-0.15
1962-01-01,0.08
1962-02-01,0.14
1962-03-01,0.12
1962-04-01,0.05
1962-05-01,-0.06
1962-06-01,0.06
1962-07-01,-0.02
1962-08-01,-0.02
1962-09-01,-0.01
1962-10-01,-0.03
1962-11-01,0.06
1962-12-01,-0.01
1963-01-01,-0.03
1963-02-01,0.19
1963-03-01,-0.13
1963-04-01,-0.05
1963-05-01,-0.09
1963-06-01,0.03
1963-07-01,0.08
1963-08-01,0.25
1963-09-01,0.2
1963-10-01,0.15
1963-11-01,0.15
1963-12-01,0
1964-01-01,-0.06
1964-02-01,-0.12
1964-03-01,-0.22
1964-04-01,-0.3
1964-05-01,-0.25
1964-06-01,-0.07
1964-07-01,-0.07
1964-08-01,-0.2
1964-09-01,-0.28
1964-10-01,-0.3
1964-11-01,-0.21
1964-12-01,-0.3
1965-01-01,-0.09
1965-02-01,-0.17
1965-03-01,-0.11
1965-04-01,-0.2
1965-05-01,-0.14
1965-06-01,-0.08
1965-07-01,-0.12
1965-08-01,-0.01
1965-09-01,-0.15
1965-10-01,-0.04
1965-11-01,-0.06
1965-12-01,-0.05
1966-01-01,-0.16
1966-02-01,0
1966-03-01,0.04
1966-04-01,-0.13
1966-05-01,-0.1
1966-06-01,0.02
1966-07-01,0.09
1966-08-01,-0.1
1966-09-01,-0.01
1966-10-01,-0.15
1966-11-01,-0.02
1966-12-01,-0.06
1967-01-01,-0.06
1967-02-01,-0.2
1967-03-01,0.03
1967-04-01,-0.05
1967-05-01,0.14
1967-06-01,-0.08
1967-07-01,0.01
1967-08-01,0.02
1967-09-01,-0.04
1967-10-01,0.06
1967-11-01,-0.06
1967-12-01,-0.02
1968-01-01,-0.23
1968-02-01,-0.15
1968-03-01,0.21
1968-04-01,-0.05
1968-05-01,-0.1
1968-06-01,-0.06
1968-07-01,-0.11
1968-08-01,-0.11
1968-09-01,-0.18
1968-10-01,0.12
1968-11-01,-0.04
1968-12-01,-0.14
1969-01-01,-0.11
1969-02-01,-0.14
1969-03-01,0
1969-04-01,0.19
1969-05-01,0.2
1969-06-01,0.05
1969-07-01,-0.01
1969-08-01,0.03
1969-09-01,0.1
1969-10-01,0.11
1969-11-01,0.12
1969-12-01,0.27
1970-01-01,0.09
1970-02-01,0.22
1970-03-01,0.08
1970-04-01,0.09
1970-05-01,-0.05
1970-06-01,-0.03
1970-07-01,-0.04
1970-08-01,-0.11
1970-09-01,0.11
1970-10-01,0.05
1970-11-01,0.01
1970-12-01,-0.13
1971-01-01,-0.02
1971-02-01,-0.2
1971-03-01,-0.18
1971-04-01,-0.09
1971-05-01,-0.06
1971-06-01,-0.18
1971-07-01,-0.12
1971-08-01,-0.03
1971-09-01,-0.01
1971-10-01,-0.05
1971-11-01,-0.04
1971-12-01,-0.08
1972-01-01,-0.24
1972-02-01,-0.17
1972-03-01,0.02
1972-04-01,-0.01
1972-05-01,-0.03
1972-06-01,0.04
1972-07-01,0.02
1972-08-01,0.18
1972-09-01,0.03
1972-10-01,0.09
1972-11-01,0.03
1972-12-01,0.18
1973-01-01,0.28
1973-02-01,0.3
1973-03-01,0.26
1973-04-01,0.25
1973-05-01,0.26
1973-06-01,0.16
1973-07-01,0.09
1973-08-01,0.02
1973-09-01,0.06
1973-10-01,0.12
1973-11-01,0.06
1973-12-01,-0.06
1974-01-01,-0.14
1974-02-01,-0.28
1974-03-01,-0.05
1974-04-01,-0.1
1974-05-01,-0.01
1974-06-01,-0.05
1974-07-01,-0.03
1974-08-01,0.12
1974-09-01,-0.12
1974-10-01,-0.07
1974-11-01,-0.07
1974-12-01,-0.09
1975-01-01,0.07
1975-02-01,0.07
1975-03-01,0.14
1975-04-01,0.06
1975-05-01,0.16
1975-06-01,-0.02
1975-07-01,-0.03
1975-08-01,-0.2
1975-09-01,-0.03
1975-10-01,-0.09
1975-11-01,-0.16
1975-12-01,-0.17
1976-01-01,0
1976-02-01,-0.06
1976-03-01,-0.21
1976-04-01,-0.1
1976-05-01,-0.23
1976-06-01,-0.15
1976-07-01,-0.12
1976-08-01,-0.18
1976-09-01,-0.09
1976-10-01,-0.26
1976-11-01,-0.06
1976-12-01,0.09
1977-01-01,0.18
1977-02-01,0.2
1977-03-01,0.25
1977-04-01,0.27
1977-05-01,0.3
1977-06-01,0.25
1977-07-01,0.23
1977-08-01,0.19
1977-09-01,0.02
1977-10-01,0.04
1977-11-01,0.2
1977-12-01,0.05
1978-01-01,0.08
1978-02-01,0.14
1978-03-01,0.21
1978-04-01,0.15
1978-05-01,0.07
1978-06-01,-0.03
1978-07-01,0.07
1978-08-01,-0.18
1978-09-01,0.05
1978-10-01,0
1978-11-01,0.16
1978-12-01,0.11
1979-01-01,0.14
1979-02-01,-0.09
1979-03-01,0.19
1979-04-01,0.13
